SoldPricePerSqft,PctForeclosured,PctIncreasing,Metro,County,Turnover,Month,PctDecreasing,ListingPricePerSqft,PctPriceReductions,Foreclosures-Ratio,State,PriceToRentRatio,SaleToListRatio,ListingPrice,NumberForRent,SoldPrice,City,Year,Quarter
264.955,15.3556,44.21,San Francisco,Contra Costa,4.7571,102,44.26,265.8730159,3.937,4.5739,CA,16.15,0.9996,360000,84,421900,Pleasant Hill,9,34
275.2334,18.6245,59.66,San Francisco,Contra Costa,4.7207,103,30.43,275.5703422,4.375,3.3554,CA,15.91,1.0179,389000,86,414800,Pleasant Hill,9,35
288.4007,17.2312,66.05,San Francisco,Contra Costa,4.7671,104,25.12,277.1867612,3.0905,4.4131,CA,15.94,1.0133,400000,97,463700,Pleasant Hill,9,35
277.1063,20.0517,81.38,San Francisco,Contra Costa,4.755,105,13.73,277.1867612,2.9345,5.8459,CA,16.15,1.0047,450000,108,471850,Pleasant Hill,9,35
262.383,16.2168,88.13,San Francisco,Contra Costa,4.8096,106,8.7,284.0909091,2.8846,6.9387,CA,16.41,1.002,433000,159,470250,Pleasant Hill,9,36
270.4357,16.8388,92.9,San Francisco,Contra Costa,4.7732,107,4.37,272.4148607,2.0725,6.0734,CA,16.63,1.0086,400000,167,412875,Pleasant Hill,9,36
286.0162,15.6799,91.65,San Francisco,Contra Costa,4.7276,108,5.83,256.0899438,0.6309,6.1953,CA,16.99,1.0137,392500,193,425275,Pleasant Hill,9,36
272.6364,14.6426,96.27,San Francisco,Contra Costa,4.7003,109,2.29,268.1010929,2.7778,5.0446,CA,17.13,1.0215,392500,151,384550,Pleasant Hill,10,37
237.8954,13.5673,97.99,San Francisco,Contra Costa,4.7459,110,1.38,284.0144853,6.7901,3.3978,CA,17.37,1.012,500000,109,357550,Pleasant Hill,10,37
257.8744,13.0496,99.01,San Francisco,Contra Costa,4.7285,111,0.84,316.9371197,3.6585,2.7188,CA,17.78,1.0318,550000,28,377500,Pleasant Hill,10,37
296.4667,9.5931,99.37,San Francisco,Contra Costa,4.7103,112,0.49,334.9494949,2.2599,3.6643,CA,18.27,1.0439,539000,65,493750,Pleasant Hill,10,38
343.8736,3.9255,99.3,San Francisco,Contra Costa,4.5645,113,0.57,343.9655172,2.0833,2.5986,CA,18.5,1.0635,540900,42,550250,Pleasant Hill,10,38
358.5897,4.1527,99.16,San Francisco,Contra Costa,4.6192,114,0.71,350.2879079,1.8868,1.5707,CA,19.04,1.0578,580000,36,559550,Pleasant Hill,10,38
345.663,4.87,99.24,San Francisco,Contra Costa,4.6283,115,0.59,354.5706371,4.4444,0.9716,CA,19.56,1.0394,565000,37,546700,Pleasant Hill,10,39
346.3882,2.619,99.39,San Francisco,Contra Costa,4.7285,116,0.53,362.0911215,8.6066,0.9447,CA,19.67,1.0316,570000,48,531850,Pleasant Hill,10,39
336.4471,2.6984,99.68,San Francisco,Contra Costa,4.7832,117,0.24,365.1877133,10.8,1.4035,CA,19.79,1.0316,569000,38,514150,Pleasant Hill,10,39
341.2717,2.7778,99.68,San Francisco,Contra Costa,4.856,118,0.23,363.7566138,13.7339,1.7411,CA,19.86,1.0167,549500,37,538700,Pleasant Hill,10,40
344.4784,4.3835,99.62,San Francisco,Contra Costa,4.8925,119,0.31,363.6977058,12.4424,1.4248,CA,20.09,1.0051,559000,36,541800,Pleasant Hill,10,40
331.6808,5.3978,99.42,San Francisco,Contra Costa,4.7376,120,0.43,361.512792,8.8083,1.1139,CA,20.12,1,599900,21,486900,Pleasant Hill,10,40
360.999,4.3984,99.32,San Francisco,Contra Costa,4.7558,121,0.45,349.4397759,4.6243,1.4751,CA,19.78,1,576000,29,556750,Pleasant Hill,11,41
349.4877,4.1977,98.92,San Francisco,Contra Costa,4.7103,122,0.71,340.1360544,5.3571,0.8377,CA,20.22,1,574900,34,585400,Pleasant Hill,11,41
355.9443,3.5369,98.89,San Francisco,Contra Costa,4.5645,123,0.72,346.382557,7.7381,0.7947,CA,19.89,1.0077,529000,36,600200,Pleasant Hill,11,41
351.5001,3.7961,98.87,San Francisco,Contra Costa,4.5827,124,0.7,341.2903226,7.4627,0.8285,CA,20,1.0063,525000,52,557250,Pleasant Hill,11,42
354.2787,2.7901,97.17,San Francisco,Contra Costa,4.8105,125,1.6,343.002744,9.7046,2.4375,CA,19.76,1.0096,549000,49,557125,Pleasant Hill,11,42
362.875,1.239,93.58,San Francisco,Contra Costa,4.8652,126,3.75,367.3602081,8.9219,2.4462,CA,19.51,1.0173,583000,48,569375,Pleasant Hill,11,42
355.9668,4.7076,89.44,San Francisco,Contra Costa,4.7923,127,6.19,344.7143795,13.4058,1.7137,CA,19.52,1.0228,564900,57,564550,Pleasant Hill,11,43
358.3038,4.8353,85.09,San Francisco,Contra Costa,4.8105,128,9.38,343.75,11.9403,1.0797,CA,19.35,1.0123,585000,47,552450,Pleasant Hill,11,43
353.1333,7.0857,80.01,San Francisco,Contra Costa,4.6829,129,13.58,333.9358337,14.3411,0.4694,CA,19.64,0.9977,589000,31,585750,Pleasant Hill,11,43
350.5416,6.6991,74.27,San Francisco,Contra Costa,4.6374,130,18.31,337.8056628,14.4487,0.93655,CA,19.43,0.9987,589950,33,563000,Pleasant Hill,11,44
342.4952,3.4636,68.93,San Francisco,Contra Costa,4.5463,131,23.59,334.0184995,12.6984,1.4037,CA,19.4,1.0002,550000,29,552500,Pleasant Hill,11,44
338.4823,2.0905,67.27,San Francisco,Contra Costa,4.6374,132,25.65,351.3089855,11.0048,2.3863,CA,19.43,1.0009,549000,30,542500,Pleasant Hill,11,44
342.9881,4.537,66.45,San Francisco,Contra Costa,4.5645,133,26.63,358.0349345,5.4187,1.4037,CA,19.39,0.9937,549000,36,522375,Pleasant Hill,12,45
341.2878,6.5212,67.49,San Francisco,Contra Costa,4.6101,134,25.56,358.0349345,5.0251,0.8963,CA,19.43,0.9956,549800,41,516375,Pleasant Hill,12,45
344.3371,4.6981,70.14,San Francisco,Contra Costa,4.7103,135,23.46,0,0,0.98575,CA,19.66,0,0,46,575500,Pleasant Hill,12,45
351.9614,3.618,72.83,San Francisco,Contra Costa,4.7649,136,21.04,0,0,1.0752,CA,19.71,0,0,45,558200,Pleasant Hill,12,46
384.77,2.4689,74.69,San Francisco,Contra Costa,4.6921,137,19.54,0,0,1.1192,CA,19.46,0,0,51,588125,Pleasant Hill,12,46
402.2978,2.6759,75.71,San Francisco,Contra Costa,4.7558,138,18.28,0,0,0.6062,CA,19.11,0,0,56,583425,Pleasant Hill,12,46
84.7513,0,76.35,Atlanta,Gwinnett,11.6095,1,10.6,0,0,0,GA,0,0,0,0,155970,Sugar Hill,1,1
81.9342,0,72.24,Atlanta,Gwinnett,11.8069,2,12.9,0,0,0,GA,0,0,0,0,146000,Sugar Hill,1,1
82.2728,0,71.63,Atlanta,Gwinnett,12.5067,3,14.39,0,0,0,GA,0,0,0,0,146335,Sugar Hill,1,1
83.5484,0,73.48,Atlanta,Gwinnett,13.386,4,13.96,0,0,0,GA,0,0,0,0,150875,Sugar Hill,1,2
84.3441,0,66.3,Atlanta,Gwinnett,13.5475,5,17.84,0,0,0,GA,0,0,0,0,154125,Sugar Hill,1,2
84.643,0,61.11,Atlanta,Gwinnett,14.4626,6,20.71,0,0,0,GA,0,0,0,0,156360,Sugar Hill,1,2
85.4034,0,60.47,Atlanta,Gwinnett,14.8394,7,22.31,0,0,0,GA,0,0,0,0,161270,Sugar Hill,1,3
84.214,0,65.47,Atlanta,Gwinnett,15.611,8,18.2,0,0,0,GA,0,0,0,0,158446,Sugar Hill,1,3
84.3452,0,61.86,Atlanta,Gwinnett,15.4854,9,22.31,0,0,0,GA,0,0,0,0,155144,Sugar Hill,1,3
82.4432,0,61.47,Atlanta,Gwinnett,15.3418,10,22.44,0,0,0,GA,0,0,0,0,153975,Sugar Hill,1,4
83.2664,0,61.39,Atlanta,Gwinnett,14.983,11,21.71,0,0,0,GA,0,0,0,0,155010,Sugar Hill,1,4
84.4271,0,63.32,Atlanta,Gwinnett,15.0188,12,20.73,0,0,0,GA,0,0,0,0,160185,Sugar Hill,1,4
85.8421,0,63.91,Atlanta,Gwinnett,14.319,13,20.76,0,0,0,GA,0,0,0,0,156035,Sugar Hill,2,5
88.3031,0,66.85,Atlanta,Gwinnett,14.0678,14,17.07,0,0,0,GA,0,0,0,0,154700,Sugar Hill,2,5
87.3411,0,71.88,Atlanta,Gwinnett,13.7628,15,13.45,0,0,0,GA,0,0,0,0,156772.5,Sugar Hill,2,5
89.0102,0,72.86,Atlanta,Gwinnett,13.2604,16,12.21,0,0,0,GA,0,0,0,0,161176.25,Sugar Hill,2,6
88.7746,0,79.48,Atlanta,Gwinnett,13.368,17,8.83,0,0,0,GA,0,0,0,0,166091.25,Sugar Hill,2,6
87.4017,0,85.55,Atlanta,Gwinnett,13.045,18,6.18,0,0,0,GA,0,0,0,0,181408.125,Sugar Hill,2,6
85.1365,0,78.92,Atlanta,Gwinnett,12.74,19,9.65,0,0,0,GA,0,0,0,0,196725,Sugar Hill,2,7
86.0865,0,79.78,Atlanta,Gwinnett,12.3632,20,9.95,0,0,0,GA,0,0,0,0,176230,Sugar Hill,2,7
87.0263,0,81.83,Atlanta,Gwinnett,12.8297,21,8.45,0,0,0,GA,0,0,0,0,171035,Sugar Hill,2,7
88.9868,0,83.29,Atlanta,Gwinnett,12.4888,22,8.41,0,0,0,GA,0,0,0,0,165135,Sugar Hill,2,8
88.1102,0,82.89,Atlanta,Gwinnett,12.74,23,9.01,0,0,0,GA,0,0,0,0,159600,Sugar Hill,2,8
92.1447,0,82.31,Atlanta,Gwinnett,12.5964,24,9.79,0,0,0,GA,0,0,0,0,165500,Sugar Hill,2,8
92.062,0,82.87,Atlanta,Gwinnett,12.7938,25,10.06,0,0,0,GA,0,0,0,0,172150,Sugar Hill,3,9
92.5414,0,83.01,Atlanta,Gwinnett,13.045,26,9.43,0,0,0,GA,0,0,0,0,170450,Sugar Hill,3,9
93.9476,0,86.51,Atlanta,Gwinnett,12.7759,27,7.78,0,0,0,GA,0,0,0,0,171815,Sugar Hill,3,9
93.3002,0,86.71,Atlanta,Gwinnett,12.5247,28,7.31,0,0,0,GA,0,0,0,0,175685,Sugar Hill,3,10
92.9714,0,84.92,Atlanta,Gwinnett,12.5426,29,8.73,0,0,0,GA,0,0,0,0,173735,Sugar Hill,3,10
92.5389,0,83.28,Atlanta,Gwinnett,12.4529,30,8.77,0,0,0,GA,0,0,0,0,176225,Sugar Hill,3,10
93.6336,0,90.16,Atlanta,Gwinnett,12.4529,31,4.76,0,0,0,GA,0,0,0,0,175840,Sugar Hill,3,11
94.664,0,84.97,Atlanta,Gwinnett,12.2376,32,7.17,0,0,0,GA,0,0,0,0,175230,Sugar Hill,3,11
96.3305,0,85.03,Atlanta,Gwinnett,11.6275,33,8.38,0,0,0,GA,0,0,0,0,176655,Sugar Hill,3,11
96.6062,0,77.68,Atlanta,Gwinnett,11.5019,34,11.36,0,0,0,GA,0,0,0,0,181265,Sugar Hill,3,12
94.8833,0,79.26,Atlanta,Gwinnett,11.2686,35,11.34,0,0,0,GA,0,0,0,0,181350,Sugar Hill,3,12
92.9789,0,71.16,Atlanta,Gwinnett,11.1968,36,15.28,0,0,0,GA,0,0,0,0,177075,Sugar Hill,3,12
90.2955,0,71.45,Atlanta,Gwinnett,10.9277,37,14.56,0,0,0,GA,0,0,0,0,173975,Sugar Hill,4,13
91.0957,0,70.3,Atlanta,Gwinnett,10.9277,38,14.69,0,0,0,GA,0,0,0,0,169950,Sugar Hill,4,13
91.3969,0,59.86,Atlanta,Gwinnett,10.9636,39,22.35,0,0,0,GA,0,0,0,0,171115,Sugar Hill,4,13
91.4962,0,65.25,Atlanta,Gwinnett,10.9097,40,18.82,0,0,0,GA,0,0,0,0,169510,Sugar Hill,4,14
95.7572,0,54.32,Atlanta,Gwinnett,10.4432,41,25.39,0,0,0,GA,0,0,0,0,170000,Sugar Hill,4,14
97.824,0,61.27,Atlanta,Gwinnett,9.9946,42,21.02,0,0,0,GA,0,0,0,0,174970,Sugar Hill,4,14
100.2832,0,40.18,Atlanta,Gwinnett,10.1023,43,36.18,0,0,0,GA,0,0,0,0,182025,Sugar Hill,4,15
100.0776,0,52.16,Atlanta,Gwinnett,10.1741,44,27.31,0,0,0,GA,0,0,0,0,187325,Sugar Hill,4,15
97.2775,0,39.07,Atlanta,Gwinnett,9.8152,45,38.97,0,0,0,GA,0,0,0,0,199647.5,Sugar Hill,4,15
97.9319,0,20.53,Atlanta,Gwinnett,9.6357,46,63.17,0,0,0,GA,0,0,0,0,217109.25,Sugar Hill,4,16
95.0697,0,23.23,Atlanta,Gwinnett,9.3128,47,58.3,0,0,0,GA,0,0,0,0,198053.25,Sugar Hill,4,16
93.668,0,22.84,Atlanta,Gwinnett,8.8642,48,58.85,0,0,0,GA,0,0,0,0,194200,Sugar Hill,4,16
96.1556,0,9.5,Atlanta,Gwinnett,8.7744,49,81.95,0,0,0,GA,0,0,0,0,182950,Sugar Hill,5,17
95.1682,0,13.5,Atlanta,Gwinnett,8.8283,50,76.51,0,0,0,GA,0,0,0,0,171100,Sugar Hill,5,17
95.0207,0,13.84,Atlanta,Gwinnett,8.4694,51,77.44,0,0,0,GA,0,0,0,0,188700,Sugar Hill,5,17
93.055,0,8.74,Atlanta,Gwinnett,8.1644,52,83.22,0,0,0,GA,0,0,0,0,181515,Sugar Hill,5,18
87.3139,0,6.4,Atlanta,Gwinnett,7.949,53,87.43,0,0,0,GA,0,0,0,0,166535,Sugar Hill,5,18
86.9334,0,4.64,Atlanta,Gwinnett,7.7158,54,91.86,0,0,0,GA,0,0,0,0,165950,Sugar Hill,5,18
84.2642,0,4.57,Atlanta,Gwinnett,7.321,55,90.66,0,0,0,GA,0,0,0,0,172200,Sugar Hill,5,19
86.262,0,2.54,Atlanta,Gwinnett,6.7289,56,96.34,0,0,0,GA,0,0,0,0,174600,Sugar Hill,5,19
85.0458,0,1.32,Atlanta,Gwinnett,6.7109,57,97.71,0,0,0,GA,0,0,0,0,157875,Sugar Hill,5,19
92.0243,0,1.34,Atlanta,Gwinnett,6.6033,58,97.62,93.56884058,0,0,GA,0,0.9405,194900,0,154000,Sugar Hill,5,20
93.1296,0,0.65,Atlanta,Gwinnett,6.4956,59,98.84,90.46937269,0,0,GA,0,0.9248,197800,0,152640,Sugar Hill,5,20
87.4585,0,0.67,Atlanta,Gwinnett,6.5315,60,99.22,91.63802978,0,0,GA,0,0.9091,199700,0,159585,Sugar Hill,5,20
85.47818447,0,0.93,Atlanta,Gwinnett,6.3879,61,98.72,90.54951691,0,0,GA,0,0.9102,189900,0,164063.75,Sugar Hill,6,21
83.49786894,0,0.59,Atlanta,Gwinnett,6.2264,62,99.14,86.01928375,0,0,GA,0,0.9113,182000,0,168542.5,Sugar Hill,6,21
81.51755342,0,0.66,Atlanta,Gwinnett,6.0291,63,99.13,85.8529302,0,0,GA,0,0.9353,187500,0,173021.25,Sugar Hill,6,21
79.53723789,0,0.68,Atlanta,Gwinnett,5.8855,64,99.23,85.67901235,0,0,GA,0,0.9484,185000,0,177500,Sugar Hill,6,22
77.9673,0,1.05,Atlanta,Gwinnett,5.8148,65,98.61,85.40255831,0,0,GA,0,0.9513,195500,0,167205.8824,Sugar Hill,6,22
78.1332,0,0.77,Atlanta,Gwinnett,6.0862,66,99.09,86.01549053,0,0,GA,0,0.9532,189900,0,153625,Sugar Hill,6,22
78.1629,0,1.64,Atlanta,Gwinnett,5.682,67,97.86,86.01928375,0,0,GA,0,0.95865,195000,0,158203,Sugar Hill,6,23
79.0406,0,3.37,Atlanta,Gwinnett,5.8971,68,94.85,84.73652332,0,0,GA,0,0.9641,185900,0,162852.1,Sugar Hill,6,23
74.5847,0,3.81,Atlanta,Gwinnett,5.9066,69,93.94,84.29672447,0,0,GA,0,0.9619,185900,0,154030.9,Sugar Hill,6,23
76.5616,0,18.64,Atlanta,Gwinnett,6.1819,70,72.03,82.23684211,0,0,GA,0,0.9636,189900,0,159420,Sugar Hill,6,24
76.80095,0,24.23,Atlanta,Gwinnett,6.0032,71,65.69,81.24576845,0,0,GA,0,0.9691,184900,0,176210,Sugar Hill,6,24
77.0403,0,33.23,Atlanta,Gwinnett,6.0536,72,56.58,82.09689629,0,0,GA,0,0.9746,184900,0,193000,Sugar Hill,6,24
92.9942,0,38.38,Atlanta,Gwinnett,6.9057,73,51.68,81.26272912,0,0,GA,0,0.9772,174988,0,285252.9412,Sugar Hill,7,25
102.9868,0,30,Atlanta,Gwinnett,6.8799,74,60.74,81.84007707,13.0194,0,GA,0,0.9687,175000,11,225750,Sugar Hill,7,25
88.5929,0,32.03,Atlanta,Gwinnett,6.8453,75,57.85,81.64319249,12.5,0,GA,0,0.9891,169900,11,181750,Sugar Hill,7,25
73.1768,0,39.11,Atlanta,Gwinnett,6.949,76,50.34,80.70866142,17.4419,0,GA,0,0.9739,169900,15,138750,Sugar Hill,7,26
70.7274,0,30.47,Atlanta,Gwinnett,6.9663,77,57.18,79.10521141,13.2353,0,GA,0,0.9585,165000,14,126650,Sugar Hill,7,26
79.2319,0,46.76,Atlanta,Gwinnett,6.8626,78,40.61,76.46356033,13.6719,0,GA,0,0.9431,164900,13,151716,Sugar Hill,7,26
81.6653,0,27.34,Atlanta,Gwinnett,7.1305,79,61.57,74.4908896,15.415,0,GA,0,0.9798,164500,15,373981.2,Sugar Hill,7,27
70.2523,0,20.29,Atlanta,Gwinnett,7.0093,80,70.5,75,14.9712,0,GA,0,1.0165,164500,15,150289.8,Sugar Hill,7,27
73.6933,0,21.86,Atlanta,Gwinnett,7.128,81,69.24,74.47528775,15.4104,0,GA,0,0.985,163000,18,135935,Sugar Hill,7,27
76.4837,0,7.78,Atlanta,Gwinnett,7.3517,82,88.77,75.66287879,14.6302,0,GA,10.08,0.9524,164900,17,128160,Sugar Hill,7,28
71.3406,0,13.46,Atlanta,Gwinnett,7.6803,83,80.44,74.4908896,14.4838,0,GA,10.04,0.9401,164900,15,126500,Sugar Hill,7,28
70.4089,0,17,Atlanta,Gwinnett,7.4407,84,75.56,72.90337284,16.2406,0,GA,10.14,0.9441,155000,19,149025,Sugar Hill,7,28
67.20797179,0,10.24,Atlanta,Gwinnett,6.8697,85,85.33,71.59127888,17.1212,0,GA,10.02,0.974,145000,22,144350,Sugar Hill,8,29
64.00704357,0,8.33,Atlanta,Gwinnett,6.9377,86,87.63,70.3564728,17.4556,0,GA,10.07,0.9734,145000,28,139675,Sugar Hill,8,29
60.80611536,0,2.85,Atlanta,Gwinnett,7.0057,87,96,68.93748248,16.1198,0,GA,9.91,0.9569,135900,26,135000,Sugar Hill,8,29
71.8164,0,3.79,Atlanta,Gwinnett,6.8154,88,94.93,66.40365449,15.0355,0,GA,9.85,0.9733,144000,25,127823.5294,Sugar Hill,8,30
65.3633,0,2.67,Atlanta,Gwinnett,6.6424,89,95.98,68.85336273,15.5772,0,GA,9.81,0.9722,148000,34,108180,Sugar Hill,8,30
60.6022,0,3.41,Atlanta,Gwinnett,6.6748,90,95.46,68.8484252,16.0338,0,GA,9.71,0.9593,151900,33,104785,Sugar Hill,8,30
58.0921,0,2.46,Atlanta,Gwinnett,6.6933,91,96.75,68.56796117,14.7147,0,GA,9.63,0.9607,159900,36,105830,Sugar Hill,8,31
60.282,0,8.84,Atlanta,Gwinnett,7.0639,92,85.26,68.39622642,14.9718,0,GA,9.64,0.9739,153000,34,123595,Sugar Hill,8,31
64.0839,0,11.18,Atlanta,Gwinnett,6.9991,93,81.1,68.32669323,13.5359,0,GA,9.51,0.9758,157900,32,126775,Sugar Hill,8,31
62.1926,0,15.09,Atlanta,Gwinnett,7.1195,94,76.58,66.77458519,12.3626,0,GA,9.36,0.9739,154000,32,135750,Sugar Hill,8,32
60.446,0,7.48,Atlanta,Gwinnett,7.3431,95,87.44,68.45034247,12.2708,0,GA,9.19,0.972,155069,31,118650,Sugar Hill,8,32
61.5914,0,6.48,Atlanta,Gwinnett,7.4475,96,89.75,70.10911925,12.983,0,GA,9.02,0.9723,157000,26,113950,Sugar Hill,8,32
63.16304199,0,16.98,Atlanta,Gwinnett,7.7399,97,76.19,67.82682513,11.4155,0,GA,8.87,0.9693,150000,25,126712.5,Sugar Hill,9,33
64.73468399,0,22.59,Atlanta,Gwinnett,7.8155,98,70.25,67.27133843,12.398,0,GA,8.64,0.9815,149900,26,139475,Sugar Hill,9,33
66.30632598,0,42.76,Atlanta,Gwinnett,7.8327,99,51.52,68.02226027,10.0324,0,GA,8.48,0.972,150000,40,152237.5,Sugar Hill,9,33
67.87796797,0,42.57,Atlanta,Gwinnett,7.9692,100,51.82,67.28931364,9.8139,0,GA,8.47,0.9668,149900,45,165000,Sugar Hill,9,34
68.49333399,0,35.48,Atlanta,Gwinnett,7.5407,101,57.36,67.66381766,9.106,0,GA,8.39,0.9812,150000,47,152961.5384,Sugar Hill,9,34
69.1087,0,46.03,Atlanta,Gwinnett,7.5921,102,46.15,70.20833333,9.1371,0,GA,8.35,0.9865,160000,48,140923.0769,Sugar Hill,9,34
71.9313,0,49.92,Atlanta,Gwinnett,7.3376,103,42.47,70.03504673,7.0652,0,GA,8.43,0.9871,167900,43,169170.5882,Sugar Hill,9,35
72.5924,0,25.53,Atlanta,Gwinnett,7.509,104,65.26,67.84260516,7.6923,0,GA,8.46,0.9721,162500,46,150405,Sugar Hill,9,35
70.08015823,0,41.15,Atlanta,Gwinnett,7.4125,105,50.22,70.9331652,6.5263,0,GA,8.56,0.9767,172900,62,143053.75,Sugar Hill,9,35
67.56791647,0,44.52,Atlanta,Gwinnett,7.1904,106,47.18,72.63969171,6.4665,0,GA,8.76,0.9891,177000,40,135702.5,Sugar Hill,9,36
65.0556747,0,61.95,Atlanta,Gwinnett,7.1575,107,31.62,74.70465601,5.8673,0,GA,8.76,0.9957,179900,38,128351.25,Sugar Hill,9,36
62.54343294,0,62.13,Atlanta,Gwinnett,6.9867,108,31.9,74.77760335,5.919,0,GA,8.78,0.9917,179900,47,121000,Sugar Hill,9,36
67.53242591,0,78.42,Atlanta,Gwinnett,6.9867,109,17.08,76.3861962,5.8219,0,GA,8.82,0.9826,184000,54,133133.3333,Sugar Hill,10,37
72.52141888,0,81.95,Atlanta,Gwinnett,6.9183,110,13.85,80.42182485,6.25,0,GA,8.9,0.9843,179900,54,145266.6667,Sugar Hill,10,37
77.51041185,0,86.69,Atlanta,Gwinnett,6.9402,111,10.41,80.88668138,5.0926,0,GA,9,0.9752,192900,47,157400,Sugar Hill,10,37
78.30371509,0,89.07,Atlanta,Gwinnett,6.8034,112,8.575,83.1542461,5.4455,0,GA,9.08,0.9849,199900,40,168800,Sugar Hill,10,38
79.09701832,0,91.45,Atlanta,Gwinnett,6.6496,113,6.74,84.66101695,7.177,0,GA,9.33,0.9802,199900,70,180200,Sugar Hill,10,38
79.89032156,0,95.25,Atlanta,Gwinnett,6.3023,114,3.66,84.77237049,7.4419,0,GA,9.49,0.9755,203000,54,191600,Sugar Hill,10,38
80.6836248,0,96.58,Atlanta,Gwinnett,6.2639,115,2.61,85.4214123,8.3333,0,GA,9.64,0.9757,215500,56,203000,Sugar Hill,10,39
81.2168,0,97.48,Atlanta,Gwinnett,6.2127,116,2.02,82.85714286,12.1622,0,GA,9.89,0.9885,209000,58,180588.2353,Sugar Hill,10,39
81.0349,0,97.97,Atlanta,Gwinnett,6.4004,117,1.75,88.65248227,11.0132,0,GA,10.1,0.9942,219850,49,169665,Sugar Hill,10,39
84.2787,0,97.32,Atlanta,Gwinnett,6.4857,118,1.96,88.63004172,9.322,0,GA,10.2,0.984,200000,56,203185,Sugar Hill,10,40
84.3389,0,97.79,Atlanta,Gwinnett,6.2297,119,1.68,83.76436782,10.8434,0,GA,10.4,0.9668,180000,58,189223.2693,Sugar Hill,10,40
84.3991,0,97.44,Atlanta,Gwinnett,6.3833,120,1.84,84.49640288,9.1633,0,GA,10.72,0.9691,193900,52,175261.5385,Sugar Hill,10,40
84.75354403,0,97.81,Atlanta,Gwinnett,6.2297,121,1.58,84.49640288,11.4943,0,GA,10.65,0.9896,190000,51,177946.1539,Sugar Hill,11,41
85.10798806,0,97.18,Atlanta,Gwinnett,6.2468,122,2.03,86.91032724,12.5561,0,GA,10.68,0.988,194900,55,180630.7693,Sugar Hill,11,41
85.46243209,0,97.72,Atlanta,Gwinnett,6.0761,123,1.58,87.71067416,10.4839,0,GA,10.72,0.9932,197000,55,183315.3846,Sugar Hill,11,41
85.81687612,0,98.35,Atlanta,Gwinnett,6.1615,124,1,91.84266103,7.8231,0,GA,10.74,0.99,219000,48,186000,Sugar Hill,11,42
84.6377,0,96.96,Atlanta,Gwinnett,6.4175,125,1.86,91.79265659,11.0063,0,GA,10.63,0.984,195000,44,179529.4118,Sugar Hill,11,42
88.0083,0,94.96,Atlanta,Gwinnett,6.6223,126,3.68,90.87150838,12.7072,0,GA,10.64,0.9802,200000,52,202400,Sugar Hill,11,42
92.3314,0,93.09,Atlanta,Gwinnett,6.6906,127,4.56,90.6043956,13.5279,0,GA,10.74,0.9856,209900,49,190525,Sugar Hill,11,43
92.4591,0,88.75,Atlanta,Gwinnett,6.6564,128,8.05,89.01669759,15.3409,0,GA,10.73,0.9855,203900,51,178475,Sugar Hill,11,43
90.1962,0,84.1,Atlanta,Gwinnett,6.6394,129,10.83,89.04612159,16.369,0,GA,10.77,0.9835,215000,42,192500,Sugar Hill,11,43
86.8724,0,80.68,Atlanta,Gwinnett,6.537,130,13.34,91.04046243,14.5511,0,GA,10.76,0.9851,227000,47,182250,Sugar Hill,11,44
88.2019,0,73.91,Atlanta,Gwinnett,6.7247,131,18.37,91.94053208,12.8617,0,GA,10.67,0.9833,216990,43,170300,Sugar Hill,11,44
88.4445,0,65.94,Atlanta,Gwinnett,6.5199,132,24.58,91.18127382,12.8049,0,GA,10.64,0.9881,219990,41,162650,Sugar Hill,11,44
85.0713,0,64.45,Atlanta,Gwinnett,6.537,133,26.18,91.3673598,12.9231,0,GA,10.63,0.9767,215000,44,166350,Sugar Hill,12,45
86.0247,0,61.4,Atlanta,Gwinnett,6.4175,134,28.83,92.32931727,10.9756,0,GA,10.68,0.9767,219990,31,176367.3077,Sugar Hill,12,45
86.9781,0,62.92,Atlanta,Gwinnett,6.8612,135,27.18,0,0,0,GA,10.66,0,0,47,186384.6154,Sugar Hill,12,45
93.3708,0,68.86,Atlanta,Gwinnett,7.2538,136,20.75,0,0,0,GA,10.61,0,0,59,222888.2353,Sugar Hill,12,46
93.8232,0,69.35,Atlanta,Gwinnett,7.1855,137,19.11,0,0,0,GA,10.57,0,0,46,216945,Sugar Hill,12,46
98.2165,0,70.65,Atlanta,Gwinnett,7.3391,138,17.65,0,0,0,GA,10.52,0,0,45,203500,Sugar Hill,12,46
